distance,largest_cc,second_largest_cc,number_of_stores,regions,n_regions,second_region,first_region,ratio
57815.441600000006,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
57893.1048,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
57970.768000000004,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
58048.4312,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
58126.0944,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
58203.757600000004,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
58281.4208,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
58359.084,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
58436.747200000005,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
58514.4104,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
58592.0736,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
58669.736800000006,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
58747.4,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
58825.063200000004,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
58902.7264,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
58980.3896,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
59058.052800000005,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
59135.716,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
59213.3792,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
59291.042400000006,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
59368.7056,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
59446.368800000004,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
59524.032,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
59601.6952,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
59679.358400000005,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
59757.0216,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
59834.6848,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
59912.348000000005,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
59990.0112,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
60067.6744,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
60145.3376,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
60223.0008,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
60300.664000000004,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
60378.3272,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
60455.9904,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
60533.653600000005,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
60611.3168,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
60688.98,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
60766.643200000006,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
60844.3064,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
60921.969600000004,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
60999.6328,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
61077.296,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
61154.959200000005,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
61232.6224,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
61310.2856,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
61387.948800000006,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
61465.612,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
61543.275200000004,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
61620.9384,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
61698.6016,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
61776.264800000004,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
61853.928,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
61931.5912,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
62009.254400000005,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
62086.9176,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
62164.5808,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
62242.244000000006,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
62319.9072,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
62397.570400000004,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
62475.2336,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
62552.8968,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
62630.560000000005,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
62708.2232,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
62785.8864,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
62863.549600000006,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
62941.2128,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
63018.876000000004,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
63096.5392,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
63174.2024,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
63251.865600000005,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
63329.5288,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
63407.192,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
63484.855200000005,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
63562.5184,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
63640.1816,538,0,538,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17100371747211895
63717.844800000006,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
63795.508,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
63873.171200000004,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
63950.8344,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
64028.4976,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
64106.160800000005,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
64183.824,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
64261.4872,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
64339.150400000006,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
64416.8136,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
64494.476800000004,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
64572.14,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
64649.8032,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
64727.466400000005,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
64805.1296,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
64882.7928,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
64960.456000000006,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
65038.1192,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
65115.782400000004,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
65193.44560000001,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
65271.1088,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
65348.772000000004,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
65426.4352,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
65504.0984,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
65581.7616,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
65659.42480000001,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
65737.088,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
65814.7512,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
65892.41440000001,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
65970.0776,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
66047.7408,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
66125.40400000001,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
66203.0672,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
66280.7304,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
66358.3936,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
66436.0568,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
66513.72,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
66591.3832,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
66669.0464,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
66746.7096,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
66824.3728,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
66902.03600000001,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
66979.6992,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
67057.3624,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
67135.02560000001,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
67212.6888,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
67290.352,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
67368.01520000001,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
67445.6784,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
67523.3416,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
67601.00480000001,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
67678.668,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
67756.3312,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
67833.9944,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
67911.6576,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
67989.3208,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
68066.984,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
68144.6472,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
68222.3104,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
68299.9736,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
68377.63680000001,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
68455.3,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
68532.9632,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
68610.62640000001,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
68688.2896,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
68765.9528,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
68843.61600000001,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
68921.2792,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
68998.9424,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
69076.60560000001,539,0,539,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 95, 'Syddanmark': 99, 'Nordjylland': 36}",5.0,92.0,217.0,0.17068645640074212
